"","State_UT","fiscal_year","State_Govt","Central_Govt","Same_Gov","Population","I: DEVELOPMENTAL EXPENDITURE (A + B)","I: TAX REVENUE (A+B)","I.1: Development (a + b)","I.1.a.2: Medical and Public Health","I.1.a.6: Urban Development","I.1.b.2: Rural Development","I.1.b.10: General Economic Services (i + ii)","I.1.b.7.i: Roads and Bridges","I.6: WMA from RBI","I.A.1: Taxes on Income (i+ii)","I.A.3.i.a: Central Sales Tax","I.A.3.i.b: State Sales Tax/VAT","I.A.3.vii: State Goods and Services Tax","I.B: Share in Central Taxes (i to ix)","I.B.i: Central Goods and Services Tax (CGST)","I.B.iii: Income Tax","II: NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F)","II: NON-TAX REVENUE (C+D)","II.2: Central Plan Schemes","II.3: Centrally Sponsored Schemes","II.D.5.c.1: GST compensation","II.D.5.c.2: VAT compensation","II.D.5.c.3: Central sales tax compensation","Total: TOTAL EXPENDITURE (I+II+III)","Total: TOTAL REVENUE (I+II)"
"53","Aruchal Pradesh","2008-2009","Congress","Congress",1,1384,2097.44,598.31,1242.99,11.89,26.78,10.34,33.56,613.29,24.28,0,0,105.68,0,462.11,0,95.12,774.24,3257.65,0,0,0,0,0,2871.68,3855.96
"54","Aruchal Pradesh","2009-2010","Congress","Congress",1,1384,2537.71,648.84,969.76,7.19,72.16,27.09,22.1,346.1,0,0,0,130.23,0,475.42,0,108.98,1161.03,3646.02,0,0,0,0,0,3698.74,4294.86
"55","Aruchal Pradesh","2010-2011","Congress","Congress",1,1384,2479,935.17,1577.38,32.6,120.84,19.22,38.21,567.74,0,0,0,168.24,0,720.2,0,148.81,1265.23,4486.91,0,0,0,0,0,3744.24,5422.08
"56","Aruchal Pradesh","2011-2012","Congress","Congress",1,1384,3133.41,1156.62,1885.09,50.48,144.3,56.8,51.7,719.64,0,0,0,216.36,0,838.97,0,167.81,1284.45,4342.44,0,0,0,0,0,4417.86,5499.06
"57","Aruchal Pradesh","2012-2013","Congress","Congress",1,1384,3362.78,1274.43,1122.42,13.13,96.93,39.25,31.39,435.91,0,0,0,161.62,0,957.93,0,206.11,1423.46,4487.09,0,0,0,0,0,4786.24,5761.52
"58","Aruchal Pradesh","2013-2014","Congress","Congress",1,1384,3951.33,1480.36,1491.89,28.24,251.75,21.52,38.86,645.81,0,0,0,223.6,0,1045.85,0,231.74,1780.06,4340.07,0,0,0,0,0,5731.4,5820.43
"59","Aruchal Pradesh","2014-2015","Congress","BJP",0,1384,5094,1572.1342,1362.4795,34.0455,173.1683,18.4072,50.7126,597.6717,1133.1692,0.01,0,195.2367,0,1109.97,0,276.93,2062.59,7563.9117,0,0,0,0,0,7156.59,9136.0459
"60","Aruchal Pradesh","2015-2016","Congress","BJP",0,1741,5844.6515,7610.6476,1647.669,26.0293,120.5278,20.4322,18.2294,796.6734,333.185,0,0,190.2204,0,7075.5827,0,1585.26,2518.0864,2942.4946,0,0,0,0,0,8362.7379,10553.1422
"61","Aruchal Pradesh","2016-2017","Unstable","BJP",0,1741,6626.7772,9097.0502,1430.9252,14.8954,286.9343,35.6635,56.4051,366.1956,253.94,0,0,282.5375,0,8388.3,0,1860.88,2767.7608,2682.5195,0,0,0,0,0,9394.538,11779.5697
"62","Aruchal Pradesh","2017-2018","BJP","BJP",1,1741,7415.7104,10054.3587,2643.1822,41.7139,238.3785,53.095,35.1864,1158.0488,516.9399,0,0,285.1248,1155.292,8307.23,127.92,2386.2,3484.7586,3720.2438,0,0,0,0,0,10900.469,13774.6025
"63","Aruchal Pradesh","2018-2019","BJP","BJP",1,1741,8606.1531,11504.1815,4665.4042,56.7654,367.1714,34.5846,104.4194,2603.0473,0,0,0,268.7435,806.4983,10230.6411,2575.12,2672.11,3823.3227,4691.7773,0,0,0,0,0,12429.4758,16195.9588
"64","Aruchal Pradesh","2019-2020","BJP","BJP",1,1741,8387.6782,10216.3032,3035.1414,59.084,128.9318,7.742,3.7905,1833.4298,38.88,0,0,219.8176,801.5496,8987.5721,2550.31,2401.21,3831.0517,4672.2497,0,0,0,0,0,12218.7299,14888.5529
"65","Aruchal Pradesh","2020-2021","BJP","BJP",1,1741,8870.9407,11903.6788,4379.3576,10.6068,104.9408,34.59,7.2744,3120.0102,0,0,283.0923,0,859.2946,10466.47,3152.15,3205.59,4216.5588,5219.8268,0,0,NA,NA,NA,13087.4995,17123.5056
"66","Aruchal Pradesh","2021-2022","BJP","BJP",1,1741,11012.6837,16283.685,4869.9363,24.8237,359.9674,37.0028,45.0511,2594.6784,0,0,324.6042,0,1130.9985,14643.901,4466.42,4462.28,4833.9576,4947.9532,0,0,NA,NA,NA,15846.6413,21231.6382
"67","Aruchal Pradesh","2022-2023","BJP","BJP",1,1741,12562.9806,16438.54,3643.696,108.9326,125.4615,21.4405,22.005,2055.5917,312,0,434.39,0,1344.178,14348.54,4711.36,4326.89,5638.5666,7400.0001,0,0,NA,NA,NA,18201.5472,23838.5401
"68","Aruchal Pradesh","2023-2024","BJP","BJP",1,1741,15422.7876,20511.8765,3097.1661,49.6067,198.656,18.6671,16.104,1644.5405,285,0,287.52,0,1959.14,17946.84,5803.17,5588.3,7672.0104,5645.7728,0,0,NA,NA,NA,23094.798,26157.6493
"69","Assam","1990-1991","Congress","Samajwadi Janta Party",0,22414,1316.65,907.78,242.1,17.93,1.81,0,0.83,50.79,0,108.11,0,243.49,0,487.64,0,108.41,595.83,868.87,18.75,3.1,0,0,0,1920.4,1776.65
"70","Assam","1991-1992","Congress","Congress",1,22414,1604.61,1043.08,278.55,13.97,1.99,0,1.27,64.8,0,116.05,0,293.22,0,530.91,0,124.63,534.99,1374.58,20,1.89,0,0,0,2148.1,2417.66
"71","Assam","1992-1993","Congress","Congress",1,22414,1578.89,1107.55,229.83,13.31,1.51,0,0.58,71.23,0,79.83,0,322.64,0,589.84,0,137.29,865.65,1505.68,25.29,3,0,0,0,2450.93,2613.23
"72","Assam","1993-1994","Congress","Congress",1,22414,1854.65,1390.19,244.15,13.8,2.92,0,1.46,62.26,0,71.1,0,368.88,0,777.38,0,215.4,1037.05,1927.27,25.04,0.61,0,0,0,2901.18,3317.46
"73","Assam","1994-1995","Congress","Congress",1,22414,2051.66,1452.72,267.32,12.98,6.03,0,1.87,59.28,0,62.4,90.75,317.15,0,820.51,0,225.21,1213.21,1508.69,25,2.76,0,0,0,3270.71,2961.41
"74","Assam","1995-1996","Congress","Congress",1,22414,2344.85,1615.94,284.96,8.95,11.18,0,0.72,89.42,0,76.93,0,464.05,0,913.49,0,302.71,1221.35,1759.8,25.08,2.57,0,0,0,3575.76,3375.74
"75","Assam","1996-1997","Asom Ga Parishad","Jata Dal",0,22414,2250.84,1942.46,237.35,4.13,0.82,0,0.57,65.49,0,70.39,0,517.41,0,1175.56,0,376.71,1316.39,1913.35,2.74,0.91,0,0,0,3571.3,3855.81
"76","Assam","1997-1998","Asom Ga Parishad","Jata Dal",0,26656,2480.35,2357.19,323.24,3.48,1.72,0,0.52,78.83,0,123.79,0,507.66,0,1475.25,0,587.84,1558.2,1968.47,18.03,2.23,0,0,0,4038.55,4325.66
"77","Assam","1998-1999","Asom Ga Parishad","BJP",0,26656,2812.69,2331.89,360.4,2.9,2.62,0,1.22,121.82,0,150,0,550.4,0,1349.33,0,403.62,1593.55,2174.65,18.03,1.88,0,0,0,4416.34,4506.54
"78","Assam","1999-2000","Asom Ga Parishad","BJP",0,26656,3377.14,2673.54,471.93,2.68,6.11,0,1.92,170.46,0,133.44,0,742.32,0,1448.78,0,460.79,2461.9,2167.4,15,3.65,0,0,0,5845.67,4840.94
"79","Assam","2000-2001","Asom Ga Parishad","BJP",0,26656,3860.43,3092.62,553.61,9.13,10.53,0,2.22,207.09,0,110.4,0,917.89,0,1679.69,0,0,2547.85,2545.02,1,2.59,0,0,0,6417.12,5637.64
"80","Assam","2001-2002","Congress","BJP",0,26656,3916.84,3262.86,503.35,15.23,10.76,0,4.12,149.64,0,88.53,0,1072.96,0,1696.93,0,0,2925.52,2702,2.5,2.71,0,0,0,6846.24,5964.86
"81","Assam","2002-2003","Congress","BJP",0,26656,3992.76,3748.87,494.28,6.14,12.13,0,0.36,132.09,0,83.73,0.34,1440.68,0,1814.36,0,0,3112.2,3044.47,0,0.7,0,0,0,7112.5,6793.34
"82","Assam","2003-2004","Congress","BJP",0,26656,4908.32,4232.38,604.37,20.47,12.99,0,1.08,169.29,6435.86,89.93,8.92,1234.52,0,2162.07,0,0,3529.12,3532.72,0,0.7,0,0,0,8449.79,7765.1
"83","Assam","2004-2005","Congress","Congress",1,26656,6527.14,5297.65,2157.33,12.38,28.12,0,0.83,279.56,6071.35,99.97,6.79,939.31,0,2584.33,0,0,3688.9,4639.62,0,1.4,0,0,0,10229.15,9937.27
"84","Assam","2005-2006","Congress","Congress",1,26656,6323.8,6288.98,1074.91,11.81,27.03,0,1.29,418.48,1880.7,106.82,0,1445.59,0,3056.78,0,0,4201.61,5756.39,0,1.72,0,0,0,10536.31,12045.37
"85","Assam","2006-2007","Congress","Congress",1,26656,7146.37,7382.31,1429.84,3.65,16.53,0,10.66,351.8,0,110.88,0,1546.74,0,3898.99,0,738.97,4302.36,6284.64,0,2,0,0,0,11456.53,13666.94
"86","Assam","2007-2008","Congress","Congress",1,26656,7810.8,8277.71,1644.83,3.86,57.47,0,0.41,508.62,0,127.82,0,2282.12,0,4918.21,0,1047.67,4924.42,7047.2,0,3.19,0,0,0,12744.16,15324.92
"87","Assam","2008-2009","Congress","Congress",1,31206,8275.85,9340.1,2337.37,1.55,62.32,0,2.61,504.48,0,155.92,341.75,2696.12,0,5189.89,0,1068.71,5361.33,8736.93,0,0,0,0,0,14243.31,18077.03
"88","Assam","2009-2010","Congress","Congress",1,31206,11305.46,10326.25,2557.49,4.21,199.17,0,18.59,603.87,0,228.49,309.32,3210.52,0,5339.53,0,1224.08,8356.86,9558.24,0,0,0,0,0,21232.18,19884.49
"89","Assam","2010-2011","Congress","Congress",1,31206,13219.44,13898.48,1949.77,5.23,25.87,0,12.04,410.31,0,261.79,366.41,3942.71,0,7968.61,0,1645.93,7736.49,9106.48,0,0,0,0,0,22951.82,23004.96
"90","Assam","2011-2012","Congress","Congress",1,31206,14375.28,16921.76,2441.3,9.85,25.39,0,30.11,580.93,0,247.54,512.51,5172.82,0,9283.53,0,1856.13,9707.74,10533.63,0,0,0,0,0,26528.56,27455.4
"91","Assam","2012-2013","Congress","Congress",1,31206,15892.45,18851.47,2517.34,12.18,51.4,0,5.78,705.16,0,250.64,533.25,5686.74,0,10601.26,0,2279.84,10534.14,11839.51,0,0,0,0,0,29136.92,30690.98
"92","Assam","2013-2014","Congress","Congress",1,31206,18386.39,20569.44,3075.69,12.52,50.81,0,9.58,730,0,276.36,559.47,6279.41,0,11574.52,0,2563.21,10884.38,11643.35,0,0,0,0,0,31971.81,32212.79
"93","Assam","2014-2015","Congress","BJP",0,31206,25163.06,21733.522,3777.7024,13.1209,59.4203,0,25.1189,883.8001,1563.2,242.3479,526.833,6811.4672,0,12283.71,0,3063.16,12921.6,16447.969,0,0,0,0,0,39078.16,38181.49
"94","Assam","2015-2016","Congress","BJP",0,35155,23980.22,26891.3849,2615.3535,6.3158,120.1004,0,5.3284,699.9743,0,214.9437,948.1657,6533.4466,0,16784.88,0,3653.08,12656.0367,15566.3208,0,0,0,0,0,37011.4205,42457.7057
"95","Assam","2016-2017","BJP","BJP",1,35155,31587.1744,32268.1974,5302.4724,34.4356,391.0012,0,24.1888,1658.0589,0,207.494,558.257,8188.6964,0,20188.64,0,4497.36,17123.1938,16951.6073,0,0,0,0,0,49362.7234,49219.8047
"96","Assam","2017-2018","BJP","BJP",1,35155,33298.0906,35517.0603,7342.2091,229.4645,396.5126,0,25.3792,2101.7203,0,206.9008,338.4022,6021.6105,6329.0719,20050.14,315.8,5767,22057.8036,18613.8781,0,0,902.71,0,0,55480.9447,54130.9384
"97","Assam","2018-2019","BJP","BJP",1,35155,35566.4638,41140.6985,10569.8034,390.5538,259.3082,0,18.028,5356.142,0,194.1945,206.4398,4467.0935,8889.7389,24719.15,6223.49,6457.89,21058.6408,22338.4588,0,0,466,0,0,56898.9961,63479.1573
"98","Assam","2019-2020","BJP","BJP",1,35155,43100.7041,38250.1324,12678.6845,487.3633,293.4426,0,18.451,8373.5737,0,196.793,1379.2092,3089.5722,8755.3038,21721.44,6163.89,5803.21,22350.346,26244.9523,0,0,878.9728,0,0,65817.2774,64495.0847
"99","Assam","2020-2021","BJP","BJP",1,35155,41250.296,35762.9312,11880.9409,521.3223,143.3932,0,21.0882,7468.5525,0,150.788,631.0092,4431.5471,8549.0249,18629.32,5497.76,5794.53,22892.3426,30133.26,0,0,NA,NA,NA,64519.5876,65896.1912
"100","Assam","2021-2022","BJP","BJP",1,35155,45873.3199,47683.6517,19263.0369,933.7371,619.0404,0,1257.1685,8871.4583,0,206.1798,194.7174,4662.0683,10579.5628,28150.55,7895.43,8272.5,36368.5312,33905.4045,0,0,NA,NA,NA,82547.9789,81589.0562
"101","Assam","2022-2023","BJP","BJP",1,35155,58730.0519,47930.036,15052.4995,605.1735,682.964,0,92.3881,7478.9288,2e-04,210.0018,207.0216,5346.0509,11884,25544.8,8387.67,7703.19,36899.9169,51732.4819,0,0,NA,NA,NA,96367.0478,99662.5179
"102","Assam","2023-2024","BJP","BJP",1,35155,67643.2976,61952.5483,18654.3176,802.3646,442.6666,0,82.7369,10784.3204,4e-04,238.0061,300,7431.2407,15668,31950.89,10331.42,9948.9,42690.3194,52132.1451,0,0,NA,NA,NA,111336.591,114084.6934
"103","Bihar","1990-1991","Jata Dal","Samajwadi Janta Party",0,64531,3128.67,2757.35,571.38,14.44,1.36,40.98,3.21,51.15,0,0.01,215.16,585.24,0,1615.85,0,511.68,1747.87,1564.27,1.5,6.87,0,0,0,4887.71,4321.62
"104","Bihar","1991-1992","Jata Dal","Congress",0,64531,3646.12,3225.76,470.68,8.71,2.3,100,5,19,0,0.01,259.76,680.25,0,1916.17,0,633.89,2081.4,1627.98,1.5,6.87,0,0,0,5738.69,4853.74
"105","Bihar","1992-1993","Jata Dal","Congress",0,64531,4142.99,3851.9,442.25,7.15,2.23,76,2.65,74.14,0,0.01,303.63,730.41,0,2288.04,0,753.07,2423.81,2111.68,1.84,7.37,0,0,0,6569.55,5963.58
"106","Bihar","1993-1994","Jata Dal","Congress",0,64531,4598.62,4244.88,398.73,8.19,2.1,45.44,2.92,49.52,0,0.01,334.02,803.47,0,2496.48,0,962.49,2717.28,2384.24,1.84,8.29,0,0,0,7318.64,6629.12
"107","Bihar","1994-1995","Jata Dal","Congress",0,64531,4630.16,4624.06,344.71,5.16,1.38,18,2,31.45,0,0.01,256.12,865.84,0,2788.07,0,1062.97,3098.31,2173.78,2.02,9.12,0,0,0,7731.22,6797.84
"108","Bihar","1995-1996","Jata Dal","Congress",0,64531,5019.72,5458.73,376.05,0,0.88,15,0.02,47.23,0,0,0,1310,0,3485.46,0,1449.45,3434.55,1918.68,0,0,0,0,0,8456.17,7377.41
"109","Bihar","1996-1997","Jata Dal","Jata Dal",1,82999,4789.76,6329.03,444.37,0,18.91,22.31,6.97,79.66,0,0.01,326.99,1168.8,0,4078.2,0,1740.16,3462.15,1708.88,13.77,76.25,0,0,0,8253.86,8037.91
"110","Bihar","1997-1998","Jata Dal","Jata Dal",1,82999,5151.48,6464.8,218.25,0,16.77,13.26,5.14,0,0,0.01,353.66,1212.56,0,4074.4,0,1738.98,3803.05,2227.75,0.03,0.86,0,0,0,8956.46,8692.55
"111","Bihar","1998-1999","Jata Dal","BJP",0,82999,6001.04,7112.79,694.68,0,22.45,111.71,29.43,155.35,0,0.01,335.21,1484.98,0,4441.23,0,1864.59,4619.29,2159.27,0,0.32,0,0,0,10622.54,9272.06
"112","Bihar","1999-2000","Jata Dal","BJP",0,82999,9299.84,8736.52,1856.61,0,89.56,342,53.05,230.28,0,0.04,421.66,1858.34,0,5098.96,0,2242.64,6825.94,3842.08,5,2,0,0,0,16128.32,12578.6
"113","Bihar","2000-2001","Jata Dal","BJP",0,82999,8126.83,9508.75,1111.65,0,108.85,365.65,7.95,110.76,0,0.03,17.39,1933.49,0,6574,0,0,6216.41,1875.97,5,20.7,0,0,0,14345.43,11384.72
"114","Bihar","2001-2002","Jata Dal","BJP",0,82999,6200.44,8610.37,1111.72,13.57,0,490.73,0.03,65.37,0,0.01,115,1335,0,6168,0,0,6357.68,1608.11,14.83,5,0,0,0,12560.36,10218.48
"115","Bihar","2002-2003","RJD","BJP",0,82999,6888.77,9488.26,1569.57,4.09,0,568,3.54,122.81,0,0.01,49.76,1577.25,0,6723.55,0,0,7134.33,2080.5,13.83,10,0,0,0,14025.35,11568.76
"116","Bihar","2003-2004","RJD","BJP",0,82999,7235.5,10894.65,1724.13,28.8,0,571.86,3.53,118.66,2000,0.01,70.37,1924.92,0,7533.74,0,0,7392.69,2630.28,14,10,0,0,0,14632.25,13524.93
"117","Bihar","2004-2005","RJD","Congress",0,82999,6830.65,12464.52,1136.86,21.94,0,367.47,7.59,143.17,3.5,-0.62,61.11,1828.17,0,9122.66,0,0,7803.51,3249.63,0,0,0,0,0,14638.44,15714.15
"118","Bihar","2005-2006","JDU","Congress",0,82999,9229.01,13981.69,2011.99,137.91,0,404.23,12.39,260.42,0,0,54.18,1678.83,0,10420.91,0,0,8522.78,3855.02,0,1.7,0,0,0,17755.99,17836.71
"119","Bihar","2006-2007","JDU","Congress",0,82999,11938.02,17324.79,5056.03,168.13,0,1289.28,21.14,1660.57,0,0,70.05,2011.4,0,13291.72,0,2519.13,8643.01,5758.39,0,2.65,0,0,0,20585.03,23083.18
"120","Bihar","2007-2008","JDU","Congress",0,104099,14305.88,21852.45,5881.26,245.55,0,1491.52,101.61,2292.27,0,0,44.28,2491.26,0,16766.29,0,3571.48,9253.97,6357.25,0,6.08,0,0,0,23564.86,28209.7
"121","Bihar","2008-2009","JDU","Congress",0,104099,17978.1,23865.24,6229.7,97.21,0,1273.79,24.04,2459.38,0,0,37.05,2977.28,0,17692.51,0,3643.14,10529.51,9115.44,0,0,0,0,0,28511.57,32980.68
"122","Bihar","2009-2010","JDU","Congress",0,104099,20274.36,26292.25,7057.6,120.52,10,852.65,29.78,3051.01,0,0,1227.8,2637.05,0,18202.58,0,4172.86,12202.35,9234.58,0,0,0,0,0,32584.17,35526.83
"123","Bihar","2010-2011","JDU","Congress",0,104099,22925.69,33848.23,8800.23,164.98,0,1203.83,52.74,4058.24,0,0,29.58,4531.46,0,23978.38,0,4952.75,15286.97,10684.09,0,0,0,0,0,38215.92,44532.32
"124","Bihar","2011-2012","JDU","Congress",0,104099,28766.6,40547.33,8243.95,321.05,0,1088.79,34.62,4056.42,0,29.56,37.4,7438.85,0,27935.23,0,5585.3,17729.72,10772.84,0,0,0,0,0,46499.48,51320.17
"125","Bihar","2012-2013","JDU","Congress",0,104099,35817.32,48153.47,8867.18,562.5,2,1874.4,95.04,3291.1,8.86,36.95,25.16,8812.49,0,31900.39,0,6860.25,18645.11,11413.2,0,0,0,0,0,54466.14,59566.66
"126","Bihar","2013-2014","JDU","Congress",0,104099,40454.9,54789.79,12668.47,460.17,1,1933.51,78.46,4083.25,0,47.6,35.25,8502.54,0,34829.11,0,7712.96,22018.47,14128.86,0,0,0,0,0,62477.23,68918.65
"127","Bihar","2014-2015","JDU","BJP",0,104099,46157.75,57713.293,16401.721,315.77038,0,4647.8442,95.592882,4176.7547,0,54.954728,65.378227,8676.0517,0,36963.07,0,9217.35,26408.18,20704.244,0,0,0,0,0,72569.98,78417.537
"128","Bihar","2015-2016","JDU","BJP",0,104099,55639.4329,74371.85921,20348.9864,1090.7455,0,8012.6329,65.6549,4402.7665,0,64.5481,389.8553802,10509.6855,0,48922.7554,0,10643.04,27972.29634,21751.24339,0,0,0,0,0,83615.93524,96123.1026
"129","Bihar","2016-2017","JDU","BJP",0,104099,64153.8831,82622.85238,25118.04885,870.4345,0,7891.737307,142.382144,5325.506566,0,78.7536,41.2127938,11904.7815,0,58880.59,0,13128.06,30606.99403,22962.13291,0,0,0,0,0,94765.17803,105584.9853
"130","Bihar","2017-2018","JDU","BJP",0,126670,69245.3994,88219.87401,26142.3368,564.9661,0,6387.6561,188.6778,5372.6527,0,86.5151,53.9040491,1117.470133,13318.9621,58511.3827,925.48,16834.16,33374.29868,29226.86251,0,0,3041,0,0,102623.7275,117446.7365
"131","Bihar","2018-2019","JDU","BJP",0,126670,86201.8839,103011.2665,17746.9256,1145.708,0,960.396,166.418,5263.6902,0,125.0486,743.0550328,5841.184904,16737.8592,72153.3302,18166.79,18850.99,38691.01408,28782.18778,0,0,2571,0,0,124896.8054,131793.4543
"132","Bihar","2019-2020","JDU","BJP",0,126670,81903.8671,93564.31139,9915.6427,862.3409,0,1590.7344,179.235,1202.0491,0,114.4199,26.0170744,6083.442574,15800.53,63420.6622,17992.97,16939.9,41628.2088,30668.22326,0,0,3524.7828,0,0,123533.6622,124232.5347
"133","Bihar","2020-2021","JDU","BJP",0,126670,93252.3583,90203.0849,16822.0929,647.9907,0,3558.4502,130.9228,3203.5794,0,125.8110866,23.1031204,6008.320601,16050.2322,59861.41,17788.67,18517.49,46239.1272,37965.26006,0,0.325,NA,NA,NA,139493.4472,128168.345
"134","Bihar","2021-2022","JDU","BJP",0,126670,110280.1568,126207.1593,20170.8054,865.4369,0,3955.6624,265.2268,4052.4173,0,140.9876007,21.1925897,6850.506859,19264.14862,91352.62,25442.2,26661.32,48939.23456,32590.17342,0,0,NA,NA,NA,159219.7086,158797.3327
"135","Bihar","2022-2023","JDU","BJP",0,126670,130240.9542,132567.6,25334.4626,1762.2298,0,8165.27,372.0617,3820.89,0,150,10,7200,24721,91180.6,25280,24180,61709.0731,64136.9069,0,0,NA,NA,NA,191956.6661,196704.5069
"136","Bihar","2023-2024","JDU","BJP",0,126670,137792.3491,152437.305,24974.4796,1830.3788,0,8171.27,422.8597,3985.89,0,175,10,7924,31111,102737.26,33220.39,31990.41,70049.0088,59889.6627,0,0,NA,NA,NA,207847.9967,212326.9677
"137","Chhattisgarh","1990-1991",NA,"Samajwadi Janta Party",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"138","Chhattisgarh","1991-1992",NA,"Congress",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"139","Chhattisgarh","1992-1993",NA,"Congress",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"140","Chhattisgarh","1993-1994",NA,"Congress",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"141","Chhattisgarh","1994-1995",NA,"Congress",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"142","Chhattisgarh","1995-1996",NA,"Congress",0,17615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"143","Chhattisgarh","1996-1997",NA,"Jata Dal",0,20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"144","Chhattisgarh","1997-1998",NA,"Jata Dal",0,20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"145","Chhattisgarh","1998-1999",NA,"BJP",0,20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"146","Chhattisgarh","1999-2000",NA,"BJP",0,20834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"147","Chhattisgarh","2000-2001","Congress","BJP",0,20834,1068.71,1259.62,212.04,2.05,0,95.61,0,18.9,0,28.55,24.77,328.74,0,509.94,0,0,496.23,623.29,0,0,0,0,0,1611.86,1882.91
"148","Chhattisgarh","2001-2002","Congress","BJP",0,20834,3064.44,3168.93,456.17,12.41,32.95,22.44,0.17,84.28,0,47.62,376.19,494.36,0,1175.8,0,0,1716.89,1206.77,0,5.44,0,0,0,4914.12,4375.7
"149","Chhattisgarh","2002-2003","Congress","BJP",0,20834,3529.5,3677.35,800.57,19.62,14.57,23.68,0,246.15,0,42.41,334.35,759.08,0,1349.9,0,0,1838.86,1739.95,0,2,0,0,0,5530,5417.3
"150","Chhattisgarh","2003-2004","BJP","BJP",1,20834,4185.7,4157.95,993.69,33.71,14.2,48.47,2.42,310.92,0,42.96,309.39,984.54,0,1569.7,0,0,2154.35,1801.37,0,3.03,0,0,0,6600.42,5959.32
"151","Chhattisgarh","2004-2005","BJP","Congress",0,20834,4356.58,5104.09,1249.86,38.62,13.46,33.67,2.63,283.88,0,27.14,326.69,1347.17,0,1876.22,0,0,2493.97,2144.78,0,11.12,0,0,0,7103.05,7248.87
"152","Chhattisgarh","2005-2006","BJP","Congress",0,20834,4937.58,6559.73,1459.34,38.48,15.75,45.52,2.71,401.59,0,20.57,415.19,1014.9,0,2507.71,0,0,2186.91,2278.78,0,5.55,0,0,0,7457.14,8838.51
"153","Chhattisgarh","2006-2007","BJP","Congress",0,25545,5686.95,8244.5,2123.33,75.63,66.35,155.09,7.15,647.62,0,16.24,702.34,2072.77,0,3198.77,0,606.25,2639.09,3205.11,0,2.26,0,0,0,8802.43,11449.61
"154","Chhattisgarh","2007-2008","BJP","Congress",0,25545,7257.55,9653.1,3024.15,82.76,148.58,171.62,24.31,1081.62,0.95,11.54,521,2448.27,0,4035.02,0,859.51,3039.58,4225.57,0,4.91,0,0,0,10839.85,13878.67
"155","Chhattisgarh","2008-2009","BJP","Congress",0,25545,9675.99,10851.63,2838.05,113.94,78.51,160.67,5.93,1008.38,0,7.68,664.16,2943.67,0,4257.9,0,876.77,3598.75,4811.13,0,0,0,0,0,13793.7,15662.76
"156","Chhattisgarh","2009-2010","BJP","Congress",0,25545,12446.69,11503.91,2668.11,96.62,305.29,144.87,13,636.71,0,8.82,681,3031.15,0,4380.64,0,1004.24,4349.77,6649.74,0,0,0,0,0,17265.44,18153.66
"157","Chhattisgarh","2010-2011","BJP","Congress",0,25545,13401.14,14430.33,2898.64,97.88,152.3,170.98,18.74,812.46,0,8.82,745.83,4031.5,0,5425.19,0,1120.57,5247.06,8289.22,0,0,0,0,0,19355.75,22719.55
"158","Chhattisgarh","2011-2012","BJP","Congress",0,25545,16037.19,17032.69,4013.85,149.3,393.31,98.92,11.11,664.83,0,11.07,1120,4104.35,0,6320.44,0,1263.69,5904.18,8834.69,0,0,0,0,0,22628.04,25867.38
"159","Chhattisgarh","2012-2013","BJP","Congress",0,25545,19468.08,20251.81,4793.96,173.54,323.46,90.46,8,1273.55,0,6.85,855.88,6023.82,0,7217.6,0,1552.15,6649.31,9326.27,0,0,0,0,0,26971.84,29578.08
"160","Chhattisgarh","2013-2014","BJP","Congress",0,25545,24038.03,22222.93,4391.77,126.99,53.24,90.71,4.4,1797.17,0,7.59,928.17,6990.32,0,7880.22,0,1745.08,7851.15,9827.33,0,0,0,0,0,32859.57,32050.27
"161","Chhattisgarh","2014-2015","BJP","BJP",1,25545,29465,24070.287,6362.8235,234.464,575.1462,457.3721,6.5,2583.1383,776.04,7.1609,932.3584,7391.4475,0,8363.0273,0,2085.45,8978.56,13862.515,0,0,0,0,0,39497.2,37932.802
"162","Chhattisgarh","2015-2016","BJP","BJP",1,25545,32391.8915,32791.3247,7582.6822,289.8182,491.8269,721.1882,0,3012.1321,0,8.0136,911.3241,7894.8872,0,15716.38,0,3455.09,10408.76297,13276.3899,0,0,0,0,0,43701.06107,46067.7146
