"","State_UT","fiscal_year","State_Govt","Central_Govt","Same_Gov","Population","I: DEVELOPMENTAL EXPENDITURE (A + B)","I: TAX REVENUE (A+B)","I.1: Development (a + b)","I.1.a.2: Medical and Public Health","I.1.a.6: Urban Development","I.1.b.2: Rural Development","I.1.b.10: General Economic Services (i + ii)","I.1.b.7.i: Roads and Bridges","I.6: WMA from RBI","I.A.1: Taxes on Income (i+ii)","I.A.3.i.a: Central Sales Tax","I.A.3.i.b: State Sales Tax/VAT","I.A.3.vii: State Goods and Services Tax","I.B: Share in Central Taxes (i to ix)","I.B.i: Central Goods and Services Tax (CGST)","I.B.iii: Income Tax","II: NON-DEVELOPMENTAL EXPENDITURE (General Services) (A to F)","II: NON-TAX REVENUE (C+D)","II.2: Central Plan Schemes","II.3: Centrally Sponsored Schemes","II.D.5.c.1: GST compensation","II.D.5.c.2: VAT compensation","II.D.5.c.3: Central sales tax compensation","Total: TOTAL EXPENDITURE (I+II+III)","Total: TOTAL REVENUE (I+II)"
"163","Chhattisgarh","2016-2017","BJP","BJP",1,25545,35517.8182,37754.3666,9282.9721,324.9978,736.0277,366.7048,26.6132,3408.0273,0,9.305,914.25,9000.768,0,18809.16,0,4183.59,11496.2294,15930.8829,0,0,0,0,0,48164.602,53685.2495
"164","Chhattisgarh","2017-2018","BJP","BJP",1,30560,41994.6773,40649.4918,9697.6278,401.1903,735.7962,655.5251,4,3703.0296,0,3.8637,273.0536,6022.0497,6480.9233,18660.45,291.44,5364.62,12870.4124,18997.5834,0,0,1483,0,0,56229.7507,59647.0752
"165","Chhattisgarh","2018-2019","BJP","BJP",1,30560,48235.7319,44885.9439,8647.9345,214.486,378.6721,588.6829,13.7683,3765.5114,0,1.161,33.3676,4133.0981,8665.4078,22996.69,5789.33,6007.35,15280.2861,20208.9821,0,0.2313,2261,0,0,64411.1738,65094.926
"166","Chhattisgarh","2019-2020","BJP","BJP",1,30560,53261.6534,42323.6875,8371.9061,361.8244,529.7031,505.1931,13.68,3928.8573,0,0.8132,30.8548,4029.8639,7894.8205,20205.84,5733.71,5398.34,19095.341,21545.0076,0,0,3081.435,0,0,73477.3126,63868.6951
"167","Chhattisgarh","2020-2021","BJP","BJP",1,30560,49321.3491,43226.7368,8515.1573,511.707,626.7972,350.5708,10.9,3351.2814,0,0.3884,31.8306,4186.713,7925.0112,20337.5401,6068.9,6269.51,19586.1829,19949.4422,0,0,NA,NA,NA,70032.8443,63176.179
"168","Chhattisgarh","2021-2022","BJP","BJP",1,30560,52521.8267,55654.5202,10152.612,324.699,600.255,271.2805,57.5,4415.6185,0,0.7766,17.0992,5321.4298,9483.4802,28570.79,8628.5,8887.95,21375.418,23997.5071,0,0,NA,NA,NA,75010.0084,79652.0273
"169","Chhattisgarh","2022-2023","BJP","BJP",1,30560,62683.2744,56823.25,14366.0233,449.2404,683.679,1317.466,75.0351,5172.635,100,1.507,37.04,4871.9245,11064.448,27823.25,9135.8,8390.27,24605.7713,32250,0,0,NA,NA,NA,88371.6117,89073.25
"170","Chhattisgarh","2023-2024","BJP","BJP",1,30560,75472.1182,72800.73,17451.9639,773.0824,1595.9043,889.2206,105.91,4845.1094,100,1.15,25.293,7871.271,14027.63,34800.73,11252.92,10836.28,25795.9713,33200.001,0,0,NA,NA,NA,102500.6555,106000.731
"171","Goa","1990-1991","Congress","Samajwadi Janta Party",0,1170,208.36,138.02,97.2,8.76,0,0,1.63,11.67,0,0,5.28,53,0,53.29,0,4.53,67.04,144.53,0.04,0.28,0,0,0,275.4,282.55
"172","Goa","1991-1992","Congress","Congress",1,1170,233.64,176.41,108.33,9.38,0,0,2.06,12.34,0,0,7.89,73.02,0,62.93,0,5.54,98.11,145.89,0.25,0.26,0,0,0,331.75,322.3
"173","Goa","1992-1993","Congress","Congress",1,1170,274.73,218.89,93.33,7.06,0,0,1.7,12.41,0,0,9.64,94.05,0,75.36,0,6.51,105.58,169.94,0.02,0.53,0,0,0,380.31,388.83
"174","Goa","1993-1994","Congress","Congress",1,1170,310.16,266.12,89.62,7.52,0,0,2.17,15.42,0,0,13.31,121.61,0,78.4,0,9.45,120.38,197.65,0.09,0.12,0,0,0,430.54,463.77
"175","Goa","1994-1995","Congress","Congress",1,1170,347.27,312.9,98.74,6.21,0,0,2.12,15.18,0,0,14.95,143.68,0,86.9,0,9.42,130.06,220.66,0,1.7,0,0,0,477.33,533.56
"176","Goa","1995-1996","Congress","Congress",1,1170,404.76,342.75,114.5,7.89,0,0,2.49,17.15,0,0,15.84,176.81,0,71.05,0,20.01,380.23,475.12,0.07,0.11,0,0,0,784.99,817.87
"177","Goa","1996-1997","Congress","Jata Dal",0,1348,457.47,393.28,119.47,4.85,0,0,2.59,22,0,0,20.6,198.59,0,90.55,0,24.38,331.41,417.12,0,0,0,0,0,788.88,810.4
"178","Goa","1997-1998","Congress","Jata Dal",0,1348,567.76,461.87,102.06,3.7,0,0,2.72,19.68,0,0,20.2,236.76,0,96.57,0,24.33,554.16,646,0.02,0,0,0,0,1121.92,1107.87
"179","Goa","1998-1999","Congress","BJP",0,1348,686.28,454.33,113.17,3.15,0,0,3.14,19.23,0,0,19.01,231.06,0,97.12,0,26.1,601.75,692.92,0.04,0.02,0,0,0,1288.03,1147.25
"180","Goa","1999-2000","Congress","BJP",0,1348,831.05,554.41,116.66,5.34,0,0,2.9,19.38,0,0,28.19,316.49,0,95.92,0,29.79,605.71,673.49,0.02,0.05,0,0,0,1436.76,1227.9
"181","Goa","2000-2001","BJP","BJP",1,1348,930.85,620.14,177.66,3.99,0,0,3.41,31.51,0,0,41.09,343.5,0,105.34,0,0,778.4,863.09,0.02,0,0,0,0,1709.25,1483.23
"182","Goa","2001-2002","BJP","BJP",1,1348,1020.65,677.16,177.73,3.48,0,0,6.44,45.49,0,0,36.1,358.67,0,107.82,0,0,1080.38,1195.37,0,0.57,0,0,0,2101.03,1872.53
"183","Goa","2002-2003","BJP","BJP",1,1348,1088.54,716.81,191.26,4.56,0,0,6.69,49.65,0,0,40.26,389.42,0,114.62,0,0,911.52,1116.2,0,0.3,0,0,0,2000.06,1833.01
"184","Goa","2003-2004","BJP","BJP",1,1348,1181.94,845.84,273.64,6.93,3.2,0,5.06,70.63,647.27,0,38.84,443.28,0,135.59,0,0,581.66,777.29,0,0.28,0,0,0,1763.6,1623.13
"185","Goa","2004-2005","BJP","Congress",0,1348,1310.38,1018.6,356.34,7.09,1.83,0,4.65,88.79,538.29,0,64.49,486.78,0,162.07,0,0,632.82,801.42,0,0.56,0,0,0,1943.2,1820.02
"186","Goa","2005-2006","Congress","Congress",1,1348,1447.76,1341.19,485.22,15.17,3.29,0.08,1.92,98.06,0,0,71.48,666.11,0,244.7,0,0,742.95,827.68,0,0.67,0,0,0,2190.72,2168.87
"187","Goa","2006-2007","Congress","Congress",1,1348,1682.79,1603.65,543.14,9.9,3.56,0,2.26,114.58,0,0,61.54,780.52,0,312.11,0,59.16,785.52,1006.11,0,0.77,0,0,0,2468.31,2609.76
"188","Goa","2007-2008","Congress","Congress",1,1459,1940.58,1752.64,591.77,14.02,1.15,0.52,1.76,127.72,0,0,0,0,0,393.72,0,83.88,837.17,1191.27,0,0,0,0,0,2777.76,2943.9
"189","Goa","2008-2009","Congress","Congress",1,1459,2363.64,2108.99,746.48,20.38,3.12,2.02,13.71,156.66,0,0,59.49,1068.83,0,415.44,0,85.55,1061.77,1419.28,0,0,0,0,0,3425.41,3528.27
"190","Goa","2009-2010","Congress","Congress",1,1459,2876.57,2189.76,904.38,20.7,2,2.81,26.89,238.81,2.96,0,78.05,1060.6,0,427.42,0,98,1350.91,1910.51,0,0,0,0,0,4227.48,4100.28
"191","Goa","2010-2011","Congress","Congress",1,1459,3296.23,2723.78,1015.71,15.8,1.89,0.75,23.36,283.84,0,0,99.46,1275.72,0,584.23,0,120.68,1487.56,2718.16,0,0,0,0,0,4783.79,5441.94
"192","Goa","2011-2012","Congress","Congress",1,1459,3849,3231.61,981.66,23.16,1.73,1.98,25.36,295.49,0,0,89.69,1559.44,0,680.59,0,136.09,1633.08,2547.7,0,0,0,0,0,5482.08,5779.31
"193","Goa","2012-2013","BJP","Congress",0,1459,4200.76,3716.87,807.42,11.03,0.96,0.08,47.66,198.7,0,0,96.19,1475.48,0,777.21,0,167.16,1860.58,2128.55,0,0,0,0,0,6061.34,5845.42
"194","Goa","2013-2014","BJP","Congress",0,1459,4727.33,4431.01,814.58,17.37,0.44,4.03,71.37,229.71,52.69,0,84.83,1616.95,0,848.54,0,187.94,2075.95,2018.76,0,-0.54,0,0,0,6803.28,6449.77
"195","Goa","2014-2015","BJP","BJP",1,1459,5040.71,4796.5007,929.6033,16.8739,0.1236,0.1467,57.314,230.5028,1066.9562,0,94.9066,1760.7466,0,900.58,0,224.61,2369.53,2892.1798,0,0,0,0,0,7410.23,7688.6805
"196","Goa","2015-2016","BJP","BJP",1,1459,5855.4893,5899.1313,1351.7152,31.1138,2.924,3.7997,73.9421,360.4814,2324.4073,0,136.076,1908.5745,0,1923.76,0,426.38,2564.0852,2653.1231,0,0,0,0,0,8419.5745,8552.2544
"197","Goa","2016-2017","BJP","BJP",1,1459,5993.4709,6560.355,1435.1558,59.2838,22.5241,6.6902,87.3339,334.5879,1785.1067,0,156.9921,2.2175,0,2299.19,0,513.44,2872.5012,3004.6081,0,0,0,0,0,8865.9721,9564.9631
"198","Goa","2017-2018","BJP","BJP",1,1560,7023.1419,7275.6265,1685.3618,80.37,135.294,0,93.08,430.2,1155.07,0,76.9965,1521.3255,1720.7737,2287.23,351.48,658.39,3519.7533,3777.898,0,0,0,0,0,10542.8952,11053.5245
"199","Goa","2018-2019","BJP","BJP",1,1560,7289.7226,7749.7246,1644.7611,112.8137,99.0228,-0.0299,85.1181,299.5843,2459.7192,0,28.2596,-99.7396,2529.0911,2878.36,767.21,737.26,3793.125,3688.264,0,0,0,0,0,11082.8476,11437.9886
"200","Goa","2019-2020","BJP","BJP",1,1560,7635.424,7289.6901,1359.6615,152.2194,27.8746,8.6966,65.8475,233.7178,1112.12,0,32.4553,-90.9292,2438.4954,2589.13,703.74,662.52,3940.2103,4067.1921,0,0,818.6994,0,0,11575.6343,11356.8822
"201","Goa","2020-2021","BJP","BJP",1,1560,8041.5196,6537.9565,1630.2305,118.7454,60.0507,18.33,72.482,260.276,3067.9,0,53.3403,1024.4702,1984.9166,2296.53,681.56,711.19,4028.1481,4867.0153,0,0,NA,NA,NA,12069.6677,11404.9718
"202","Goa","2021-2022","BJP","BJP",1,1560,9263.0244,9162.3453,2286.7783,188.8134,206.9922,51.0586,155.1354,436.2909,1646.95,0,38.8646,1342.1896,2757.7592,3356.98,976.03,1000.8,4963.8685,5124.0542,0,0,NA,NA,NA,14226.8929,14286.3995
"203","Goa","2022-2023","BJP","BJP",1,1560,10894.2555,9415.6481,4016.8012,354.71,384.5,117.111,159.26,522.02,1300,0,44.0542,1686.9191,2782.5218,3174.48,1040.6075,956.1375,6021.5514,7934.4599,0,0,NA,NA,NA,16915.8069,17350.108
"204","Goa","2023-2024","BJP","BJP",1,1560,12781.7458,12531.5681,4157.8206,319.71,384.601,103.3834,95.01,846.15,500,0,30.8909,2110.8419,3835.5015,3942.78,1274.91,1227.71,6776.6325,7696.2788,0,0,NA,NA,NA,19558.3783,20227.8469
"205","Gujarat","1990-1991","Jata Dal","Samajwadi Janta Party",0,41310,2873.25,2680.09,707.54,1.32,5.27,0.19,1.92,47.36,0,38.06,309.76,1131.25,0,280.26,0,96.36,1189.67,699.18,0,1.04,0,0,0,4081.92,3379.27
"206","Gujarat","1991-1992","Jata Dal","Congress",0,41310,3774.67,3200.91,933.93,1.46,9.17,0,8.85,57.05,0,38.93,358.29,1286.56,0,307.47,0,116.36,1443,1461.64,0,0,0,0,0,5238.2,4662.55
"207","Gujarat","1992-1993","Jata Dal","Congress",0,41310,4417.38,4269.64,783.67,2.63,6.09,0.03,2.64,29.44,0,40.63,417.13,1456.73,0,813.09,0,275.95,1766.75,1641.44,0,9,0,0,0,6210.9,5911.08
"208","Gujarat","1993-1994","Jata Dal","Congress",0,41310,4967.34,4924.81,606.18,1.87,3.52,0.01,5.74,98.87,0,44.39,460.3,1762.44,0,983.09,0,395.48,1940.67,2105.2,0,14.64,0,0,0,6933.79,7030.01
"209","Gujarat","1994-1995","Jata Dal","Congress",0,41310,5221.72,5721.49,944.61,1.37,-5.42,0,1.28,89.59,0,44.24,516.45,2002.37,0,978.63,0,389.47,2287.66,2084.9,5.56,0,0,0,0,7544.22,7806.39
"210","Gujarat","1995-1996","President's Rule","Congress",0,41310,6133.51,6462.13,1240.57,2.9,6.92,0,1.04,99.61,0,45.65,555.26,2292.75,0,1139.26,0,457.98,2592.47,2081.92,0,3.08,0,0,0,8766.09,8544.05
"211","Gujarat","1996-1997","BJP","Jata Dal",0,50671,6914.89,7240.45,1455.25,6.16,4.53,0,14.76,98.4,0,48.27,597.15,2542.2,0,1174.5,0,503.6,3298.24,2427.59,0,4.33,0,0,0,10259.44,9668.04
"212","Gujarat","1997-1998","BJP","Jata Dal",0,50671,8416.46,8165.55,1832.21,14.09,-1.6,0,13.45,144.88,0,61.94,677.93,2713.43,0,1574.49,0,801.58,3674.12,2959.84,0,4.45,0,0,0,12143.14,11125.39
"213","Gujarat","1998-1999","BJP","BJP",1,50671,10785.81,9257.38,2260,36.58,12.63,0,16.94,207.48,0,75.33,749.88,3049.93,0,1641.6,0,639.49,4769.31,3485.36,0,9.51,0,0,0,15606.16,12742.74
"214","Gujarat","1999-2000","BJP","BJP",1,50671,11714.31,9826.77,2665.37,38.04,17.72,0,8.14,294.76,0,83.05,956.81,3090.7,0,1665.04,0,669.67,5753.08,4073.57,0,9.42,0,0,0,17517.1,13900.34
"215","Gujarat","2000-2001","BJP","BJP",1,50671,15846.02,10620.57,2954.89,25.17,16.21,0,0.19,349.78,0,104.8,1051.66,3736.32,0,1573.75,0,0,6145.16,5118.02,0,4.28,0,0,0,22040.82,15738.59
"216","Gujarat","2001-2002","BJP","BJP",1,50671,15496.53,10734.86,1728.75,13.29,12.81,0,0.99,226.09,0,93.31,1015.71,3661.74,0,1488.05,0,0,7165.09,5251.2,0,6.96,0,0,0,22717.6,15986.06
"217","Gujarat","2002-2003","BJP","BJP",1,50671,13033.51,10883.87,2303.48,16.68,11.09,0,0,410.67,0,93.8,1157.13,3834.14,0,1363.41,0,0,8302.48,6991.46,0,3.4,0,0,0,21440.13,17875.33
"218","Gujarat","2003-2004","BJP","BJP",1,50671,12604.01,13138.91,3153.16,8.54,9.16,0,0,487.81,7161.11,99.41,1397,4470.28,0,1965.5,0,0,9250.13,5108.61,0,0,0,0,0,21954.12,18247.52
"219","Gujarat","2004-2005","BJP","Congress",0,50671,14134.17,15177.01,4015.7,26.49,15.24,0,0.69,506.94,3072.52,132.76,1607.4,5223.69,0,2219.45,0,0,10024.31,5087.94,0,12.57,0,0,0,24301.79,20264.94
"220","Gujarat","2005-2006","BJP","Congress",0,50671,14069.36,19070.54,6869.29,26.47,22.51,0,2.62,704.11,0,119.32,1915.21,6360.48,0,3372.63,0,0,11288.09,5996.33,0,9.7,0,0,0,25465.5,25066.87
"221","Gujarat","2006-2007","BJP","Congress",0,60440,16979.2,22890.58,7782.52,54.65,27.95,0,34.89,702.52,0,131.12,1931.25,10288.02,0,4425.99,0,838.7,12120.53,8111.64,0,4.66,0,0,0,29232.15,31002.22
"222","Gujarat","2007-2008","BJP","Congress",0,60440,19737.74,27311.66,6745.89,89.19,33.83,0,0,844.93,0,149.67,1905.5,12718.38,0,5426.09,0,1155.84,13654.46,8378.19,0,11.54,0,0,0,33539.53,35689.85
"223","Gujarat","2008-2009","BJP","Congress",0,60440,25188.61,29282.89,10139.57,172.59,47.05,0,10.1,912.63,0,185.84,1666.79,14586.77,0,5725.97,0,1179.02,13385.31,9392.82,0.55,0.14,0,0,0,38741.45,38675.71
"224","Gujarat","2009-2010","BJP","Congress",0,60440,31598.16,32631.16,7858.15,289.6,90.02,0,4,1304.89,0,196.87,2548.59,15116,0,5890.92,0,1350.47,16934.16,9041.2,0,0.02,0,0,0,48638.28,41672.36
"225","Gujarat","2010-2011","BJP","Congress",0,60440,37414.25,43018.07,9440.56,508.54,95.29,0,18.4,1382,0,228.22,4666.68,19539.15,0,6679.44,0,1379.62,19840.47,9345.57,0,0,0,0,0,57440,52363.63
"226","Gujarat","2011-2012","BJP","Congress",0,60440,38064.14,52032.59,13256.03,627.97,731.7,922.11,255.37,1786.8,0,223.42,3942.92,27226.86,0,7780.31,0,1555.82,21480.54,10926.38,0,0.01,0,0,0,59744.46,62958.97
"227","Gujarat","2012-2013","BJP","Congress",0,60440,45367.94,62765.75,20512.74,1254.53,1397.57,974.94,960.5,2441.87,0,224.92,5377.98,34064.9,0,8869.05,0,1910.96,24128.27,12462.79,8.73,10.54,0,0,0,69658.49,75228.54
"228","Gujarat","2013-2014","BJP","Congress",0,60440,48112.5,66074.3,21860.87,1606.82,1286.25,990.85,449.99,2603.46,0,222.22,5290.86,35679.21,0,9701.93,0,2148.5,26820.38,13901.44,0,0,0,0,0,75258.55,79975.74
"229","Gujarat","2014-2015","BJP","BJP",1,60440,56112.83,71636.165,23269.735,1938.8595,363.3613,1165.367,464.727,2515.2121,0,230.78,5726.5273,38413.908,0,10296.35,0,2567.54,30003.32,20341.635,0,0,0,0,0,86651.71,91977.8
"230","Gujarat","2015-2016","BJP","BJP",1,60440,62343.77,78339.8373,23361.23,1879.74,293.83,1204.49,459.02,2155.48,0,240.599,6336.047,4414.9952,0,15690.43,0,3423.89,32876.04,19142.7358,0,0,0,0,0,95778.54,97482.5731
"231","Gujarat","2016-2017","BJP","BJP",1,60440,67674.53,83278.0984,21732.5,1439.59,118.11,1182.54,440.1,2199.52,0,249.24,4783.2938,5684.9798,0,18835.4,0,4189.02,35804.35,26563.7131,0,0,0,0,0,103894.83,109841.8115
"232","Gujarat","2017-2018","BJP","BJP",1,60440,76184.02,92331.7012,25442.69,1526.54,307.68,1206.4,484.37,3134.68,0,259.9,3462.7361,3410.681,23347.89,18685.2514,291.72,5371.411,41401.58,30959.5735,0,0,3687,0,0,118059.66,123291.2747
"233","Gujarat","2018-2019","BJP","BJP",1,60440,84860.97,103592.07,27186.86,2049.73,159.13,1299.42,557.25,3089.68,0,260.51,2785.8,35.68,35351.31,23026.72,5796.85,6015.16,47563.79,32409.48,0,0,6419,0,0,132789.58,136001.55
"234","Gujarat","2019-2020","BJP","BJP",1,60440,91312.1,99239.5931,24959.75,1057.38,213.89,1297.89,483.38,3328.67,0,258.91,2343.2599,2510.6382,34106.67,20232.0903,5741.16,5405.3503,49171.644,43604.1651,0,0,10646.52,0,0,140898.914,142843.7582
"235","Gujarat","2020-2021","BJP","BJP",1,60440,98239.75,90484.71,26296.1,721.39,712.61,934.75,812.79,5451.7,0,256.87,1748.6659,2402.6869,29458.54,20218.53,6030.6,6235.13,52074.24,37670.9455,0,0,NA,NA,NA,150703.58,128155.6555
"236","Gujarat","2021-2022","BJP","BJP",1,60440,103585.97,128783.85,27635.5022,1137.4051,571.8189,1293.8462,1519.2091,5328.4994,0,257.83,3038.56,3373.3881,43486.98,31105.78,8815.2,9158.49,56423.1164,38045.85,0,0,NA,NA,NA,160421.2664,166829.7
"237","Gujarat","2022-2023","BJP","BJP",1,60440,108318.55,148301.12,34607.88,1421.37,880.85,1377.35,645.56,5330.09,1,322,3163.45,5841.02,57692,28418.06,9326.19,8565.11,72176.34,33744.3381,0,0,NA,NA,NA,181039.6,182045.4581
"238","Gujarat","2023-2024","BJP","BJP",1,60440,122400.66,174406.93,68608.96,2709.0396,10290.6792,1495.46,1705.0934,13318.7115,1,255,4556.21,8270.13,66030,35558.96,11487.43,11062.1,75655.0688,33302.9476,0,0,NA,NA,NA,198671.5788,207709.8776
"239","Haryana","1990-1991","Congress","Samajwadi Janta Party",0,16464,1295.67,1255.44,179.17,5.18,0,0,1.71,16.38,0,0,177.74,316.96,0,185.9,0,51.26,627.51,657.98,0.02,0.96,0,0,0,1933.07,1913.42
"240","Haryana","1991-1992","Congress","Congress",1,16464,1500.3,1519.65,138.46,8.57,0,0,1.8,20.98,0,0,220.54,399.75,0,219.45,0,63.41,763.16,722.14,0.01,1.43,0,0,0,2274.02,2241.79
"241","Haryana","1992-1993","Congress","Congress",1,16464,1621.48,1708.81,222.72,14.06,0,0,1.35,20.75,0,0,221.06,454.73,0,261.94,0,75.65,746.44,668.83,0.02,4.59,0,0,0,2379.34,2377.64
"242","Haryana","1993-1994","Congress","Congress",1,16464,1751.27,1871.36,296.08,18.21,0,0,1.8,23.09,0,0,255.82,512.67,0,282.45,0,95.53,1643.89,1610.09,0.01,0.8,0,0,0,3401,3481.45
"243","Haryana","1994-1995","Congress","Congress",1,16464,2781.49,2205,200.34,11.54,0,0,1.9,22.46,0,0,297.38,592.7,0,317.14,0,106.48,3484.78,3677.41,0,1.75,0,0,0,6272.92,5882.41
"244","Haryana","1995-1996","Congress","Congress",1,16464,2787.24,2529.43,277.66,4.72,0,0,4.12,24.71,0,0,451.22,603.38,0,360.47,0,139.41,2565.4,2485.3,0.02,2.23,0,0,0,5361.55,5014.73
"245","Haryana","1996-1997","Haryana Vikas Party","Jata Dal",0,21145,3092.09,2575.01,428.94,6.3,0,0,3.66,24.66,0,0,398.96,981.09,0,431.89,0,167.5,3667.47,3473.32,0,33.99,0,0,0,6767,6048.33
"246","Haryana","1997-1998","Haryana Vikas Party","Jata Dal",0,21145,3355.98,2907.94,469.21,7.87,0,0,4.03,21.15,0,0,491.65,1061.03,0,539.31,0,261.41,3260.69,2989.83,0.06,0.98,0,0,0,6617.17,5897.77
"247","Haryana","1998-1999","Haryana Vikas Party","BJP",0,21145,4239.95,3599.66,997.81,11.69,0,0,3.53,22.03,0,0,483.67,1115.7,0,480.04,0,179.49,2778.45,1879.03,0.08,2.46,0,0,0,7018.89,5478.69
"248","Haryana","1999-2000","INLD","BJP",0,21145,4048.67,4042.88,866.83,9.41,0,0,2,27.74,0,0,613.46,1353.86,0,525.27,0,204.91,2902.92,1723.88,0.03,0.97,0,0,0,6952.05,5766.76
"249","Haryana","2000-2001","INLD","BJP",0,21145,4049.11,4656.36,1415.08,7.04,0,0,2,67.58,0,0.93,927.77,1652.64,0,344.88,0,0,3117.33,1917.53,0.02,0.02,0,0,0,7181.37,6573.89
"250","Haryana","2001-2002","INLD","BJP",0,21145,5139.6,5421.44,1416.45,7.46,0.56,0,3.7,250.39,0,1.24,838.15,2113.96,0,449.01,0,0,3486.19,2179.11,0.32,3.45,0,0,0,8656.49,7600.55
"251","Haryana","2002-2003","INLD","BJP",0,21145,5341.18,6306.27,390.45,8.38,0,0,2.5,204.48,0,0,867.27,2470.16,0,756.59,0,0,3995.31,2350.75,0,4.5,0,0,0,9342.12,8657.02
"252","Haryana","2003-2004","INLD","BJP",0,21145,5701.76,6948.8,319.2,9,0,0,3.5,299.79,238.98,0,887.05,2950.95,0,600.75,0,0,4367.72,2894.69,0,3.2,0,0,0,10117.19,9843.49
"253","Haryana","2004-2005","INLD","Congress",0,21145,6417.28,8059.53,838.8,11.4,0,0,5.5,284.2,0,0,1061.89,3699.03,0,619.5,0,0,4898.1,3089.53,0,3.64,0,0,0,11407.09,11149.07
"254","Haryana","2005-2006","Congress","Congress",1,21145,7810.37,10279.62,1530.14,17.82,0,0,10,322.49,0,0,1244.46,4359.95,0,1200.97,0,0,4579.67,3573.7,0,2.92,0,0,0,12639.9,13853.31
"255","Haryana","2006-2007","Congress","Congress",1,25351,11242.29,12223.4,2337.7,21.25,0,0,16,317.4,0,0,1540.86,5312.35,0,1295.64,0,245.56,4845.05,5729.03,0,5.79,0,0,0,16362.16,17952.43
"256","Haryana","2007-2008","Congress","Congress",1,25351,11960.55,13252.18,3255.38,50.6,0,0,15.1,396.62,0,0,1356.64,6364.34,0,1634.35,0,348.14,5229.68,6498.56,0,4.5,0,0,0,17526.87,19750.74
"257","Haryana","2008-2009","Congress","Congress",1,25351,14294.48,13379.9,4306.85,44.14,0,0,19.1,731.14,92.36,0,1119.58,7035.05,0,1724.62,0,355.07,6024.47,5072.4,0,1.69,0,0,0,20534.73,18452.3
"258","Haryana","2009-2010","Congress","Congress",1,25351,17432.13,14993.97,5031.11,74.59,0,0,25.95,1164.15,169.58,0,1090.17,7907.22,0,1774.47,0,406.78,7755.35,5998.69,0,-1.69,0,0,0,25257.38,20992.67
"259","Haryana","2010-2011","Congress","Congress",1,25351,18900.81,19092.12,3832.16,18.51,331.74,0,18.21,866.75,670.48,0,1263.95,9818.06,0,2301.75,0,475.45,9328.14,6471.55,0,0,0,0,0,28310.18,25563.67
"260","Haryana","2011-2012","Congress","Congress",1,25351,21695.64,23081.01,5137.02,50.03,351.48,0,20,926.89,974.27,0,1530.05,11797.99,0,2681.55,0,536.17,10219.83,7476.58,0,1.53,0,0,0,32014.89,30557.59
"261","Haryana","2012-2013","Congress","Congress",1,25351,26073.09,26621.13,5511.24,4.05,329.86,0,22,1217.17,346.77,0,1582.28,13794.3,0,3062.13,0,658.56,11896.75,7012.4,0,0,0,0,0,38071.72,33633.53
"262","Haryana","2013-2014","Congress","Congress",1,25351,28153.61,28909.84,3652.45,49.83,387.36,0,20.29,1743.58,108.79,0,1760.8,14788.84,0,3343.24,0,740.43,13597.31,9102.23,-8.6,-17.1,0,0,0,41887.1,38012.08
"263","Haryana","2014-2015","BJP","BJP",1,25351,32208.56,31182.663,3424.8327,64.873,427.7734,0,29.508,1376.2061,0,0,1630.9585,16995.049,0,3548.09,0,884.83,16764.73,9615.994,0,0,0,0,0,49117.88,40798.657
"264","Haryana","2015-2016","BJP","BJP",1,25351,40229.225,36425.3055,6447.7697,35.2009,218.0636,0,21.9548,1898.782,0,0,1549.6926,19493.2281,0,5496.22,0,1204.79,18713.33,11131.2411,0,0,0,0,0,59235.7019,47556.5466
"265","Haryana","2016-2017","BJP","BJP",1,25351,46348.7019,40623.15483,6463.7237,244.1946,0.9174,0,38.602,1479.9125,0,0,2422.2567,21060.5687,0,6597.47,0,1472.41,21630.7861,11873.6628,0,-6.3359,0,0,0,68403.4341,52496.81763
"266","Haryana","2017-2018","BJP","BJP",1,25351,46168.1579,48396.89864,13057.00936,302.2177,1000,0,320.956,1621.8255,79.48,0,1301.0701,14304.295,11570.5147,6560.44,104.36,1888.08,26698.67479,14297.9754,0,0,1199,0,0,73257.35639,62694.87404
"267","Haryana","2018-2019","BJP","BJP",1,25351,48764.7724,50835.9357,14592.0452,332.8323,1300,3.857,423.9069,1603.7651,505.03,0,558.5061,8439.1825,18775.3215,8092,2037.54,2114.27,28168.968,15049.1826,0,0,2820,0,0,77155.544,65885.1183
"268","Haryana","2019-2020","BJP","BJP",1,25351,52964.2598,49936.4753,17079.7702,510.1701,883.7173,28.5897,265.7402,1800.0731,1261.75,0,159.4289,8237.6806,18872.9515,7111.53,2018.07,1899.93,31883.9527,17921.6545,0,0,5453.4282,0,0,84848.2125,67858.1298
"269","Haryana","2020-2021","BJP","BJP",1,25351,55212.4332,48351.3941,5482.0927,766.3697551,564.291705,97.0563,136.7915,1372.0325,4977.33,0,32.0814,8450.5166,18235.788,6437.59,1907.46,1996.13,34734.16416,19209.6173,0,0,NA,NA,NA,89946.59736,67561.0114
"270","Haryana","2021-2022","BJP","BJP",1,25351,60477.1289,63099.3194,10483.4922,895.7031,2015.2794,100.0407,270.6445,2618.8512,2775.8282,0,235.5896,10985.1161,22922.1479,9722.16,2763.35,2874.79,37947.906,14992.3763,0,0,NA,NA,NA,98425.0349,78091.6957
